id,date,temperature_celsius
1043,2012-11-07,29.65
1044,2012-12-08,8.1
1045,2012-01-09,32.24
1046,2012-02-10,11.06
1047,2012-03-11,-21.28
1048,2012-04-12,10.31
1049,2012-05-13,45.63
1050,2012-06-14,-26.53
1051,2012-07-15,32.66
1052,2012-08-16,39.36
1053,2012-09-17,11.72
1054,2012-10-18,6.64
1055,2012-11-19,47.12
1056,2012-12-20,-25.13
1057,2012-01-21,8.32
1058,2012-02-22,2.13
1059,2012-03-23,24.89
1060,2012-04-24,9.22
1061,2012-05-25,42.78
1062,2012-06-26,-24.12
1063,2012-07-27,-23.54
1064,2012-08-28,18.66
1065,2012-09-01,-24.75
1066,2012-10-02,-8.0
1067,2012-11-03,20.65
1068,2012-12-04,13.87
1069,2012-01-05,-3.99
1070,2012-02-06,49.57
1071,2012-03-07,12.44
1072,2012-04-08,6.3
1073,2012-05-09,18.43
1074,2012-06-10,-22.07
1075,2012-07-11,26.14
1076,2012-08-12,38.22
1077,2012-09-13,22.07
1078,2012-10-14,31.52
1079,2012-11-15,27.67
1080,2012-12-16,-12.8
1081,2012-01-17,6.12
1082,2012-02-18,-11.72
1083,2012-03-19,-2.89
1084,2012-04-20,6.28
1085,2012-05-21,3.28
1086,2012-06-22,-22.39
1087,2012-07-23,4.14
1088,2012-08-24,23.21
1089,2012-09-25,-0.06
1090,2012-10-26,-17.79
1091,2012-11-27,43.84
1092,2012-12-28,-24.63
1093,2012-01-01,36.54
1094,2012-02-02,-22.54
1095,2013-03-03,-22.27
1096,2013-04-04,29.1
1097,2013-05-05,34.94
1098,2013-06-06,14.51
1099,2013-07-07,16.92
1100,2013-08-08,14.93
1101,2013-09-09,-3.63
1102,2013-10-10,-20.22
1103,2013-11-11,-1.71
1104,2013-12-12,23.23
1105,2013-01-13,30.02
1106,2013-02-14,39.45
1107,2013-03-15,27.68
1108,2013-04-16,47.47
1109,2013-05-17,18.03
1110,2013-06-18,-1.87
1111,2013-07-19,16.23
1112,2013-08-20,-12.98
1113,2013-09-21,22.54
1114,2013-10-22,-12.06
1115,2013-11-23,-21.34
1116,2013-12-24,37.63
1117,2013-01-25,-0.6
1118,2013-02-26,31.01
1119,2013-03-27,15.93
1120,2013-04-28,34.58
1121,2013-05-01,37.61
1122,2013-06-02,47.96
1123,2013-07-03,35.47
1124,2013-08-04,19.09
1125,2013-09-05,21.42
1126,2013-10-06,-27.9
1127,2013-11-07,44.33
1128,2013-12-08,36.36
1129,2013-01-09,-8.6
1130,2013-02-10,-15.57
1131,2013-03-11,26.22
1132,2013-04-12,-5.28
1133,2013-05-13,-2.81
1134,2013-06-14,-29.51
1135,2013-07-15,39.59
1136,2013-08-16,15.31
1137,2013-09-17,2.06
1138,2013-10-18,-18.65
1139,2013-11-19,20.65
1140,2013-12-20,-27.55
1141,2013-01-21,29.69
1142,2013-02-22,-12.79
1143,2013-03-23,3.59
1144,2013-04-24,-2.73
1145,2013-05-25,-0.4
1146,2013-06-26,27.73
1147,2013-07-27,32.15
1148,2013-08-28,15.41
1149,2013-09-01,-23.2
1150,2013-10-02,-25.79
1151,2013-11-03,-17.41
1152,2013-12-04,19.43
1153,2013-01-05,23.92
1154,2013-02-06,-8.23
1155,2013-03-07,22.96
1156,2013-04-08,8.85
1157,2013-05-09,5.36
1158,2013-06-10,-8.15
1159,2013-07-11,30.4
1160,2013-08-12,-20.89
1161,2013-09-13,4.39
1162,2013-10-14,-7.34
1163,2013-11-15,24.28
1164,2013-12-16,8.93
1165,2013-01-17,23.37
1166,2013-02-18,-26.37
1167,2013-03-19,1.62
1168,2013-04-20,17.95
1169,2013-05-21,-29.39
1170,2013-06-22,-5.89
1171,2013-07-23,-13.1
1172,2013-08-24,-19.02
1173,2013-09-25,-9.56
1174,2013-10-26,-3.75
1175,2013-11-27,-29.38
1176,2013-12-28,29.76
1177,2013-01-01,-15.94
1178,2013-02-02,0.42
1179,2013-03-03,26.29
1180,2013-04-04,10.02
1181,2013-05-05,36.67
1182,2013-06-06,34.5
1183,2013-07-07,-24.23
1184,2013-08-08,38.94
1185,2013-09-09,-26.62
1186,2013-10-10,-28.5
1187,2013-11-11,43.69
1188,2013-12-12,38.97
1189,2013-01-13,16.06
1190,2013-02-14,15.87
1191,2013-03-15,26.76
1192,2013-04-16,3.42
1193,2013-05-17,-20.79
1194,2013-06-18,-28.33
1195,2013-07-19,-4.02
1196,2013-08-20,34.11
1197,2013-09-21,19.45
1198,2013-10-22,36.56
1199,2013-11-23,43.58
1200,2013-12-24,-22.95
1201,2013-01-25,37.56
1202,2013-02-26,-10.53
1203,2013-03-27,17.11
1204,2013-04-28,11.92
1205,2013-05-01,1.66
1206,2013-06-02,-5.18
1207,2013-07-03,-2.84
1208,2013-08-04,-3.35
1209,2013-09-05,-16.55
1210,2013-10-06,10.84
1211,2013-11-07,-20.88
1212,2013-12-08,10.8
1213,2013-01-09,42.47
1214,2013-02-10,-2.05
1215,2013-03-11,28.19
1216,2013-04-12,35.52
1217,2013-05-13,35.2
1218,2013-06-14,-11.1
1219,2013-07-15,-18.28
1220,2013-08-16,-14.22
1221,2013-09-17,18.19
1222,2013-10-18,30.82
1223,2013-11-19,22.44
1224,2013-12-20,-15.83
1225,2013-01-21,31.83
1226,2013-02-22,9.53
1227,2013-03-23,30.36
1228,2013-04-24,30.79
1229,2013-05-25,5.91
1230,2013-06-26,43.93
1231,2013-07-27,15.16
1232,2013-08-28,20.82
1233,2013-09-01,19.96
1234,2013-10-02,39.14
1235,2013-11-03,20.18
1236,2013-12-04,-17.92
1237,2013-01-05,-24.54
1238,2013-02-06,5.38
1239,2013-03-07,-5.77
1240,2013-04-08,-8.03
1241,2013-05-09,-25.51
1242,2013-06-10,10.59
1243,2013-07-11,-5.17
1244,2013-08-12,6.15
1245,2013-09-13,-25.45
1246,2013-10-14,36.54
1247,2013-11-15,-23.86
1248,2013-12-16,39.14
1249,2013-01-17,38.42
1250,2013-02-18,19.2
1251,2013-03-19,10.57
1252,2013-04-20,7.02
1253,2013-05-21,14.35
1254,2013-06-22,33.35
1255,2013-07-23,41.67
1256,2013-08-24,5.98
1257,2013-09-25,34.79
1258,2013-10-26,22.15
1259,2013-11-27,-4.28
1260,2013-12-28,8.05
1261,2013-01-01,-17.93
1262,2013-02-02,-25.05
1263,2013-03-03,-21.72
1264,2013-04-04,41.93
1265,2013-05-05,-2.52
1266,2013-06-06,27.15
1267,2013-07-07,10.36
1268,2013-08-08,-16.2
1269,2013-09-09,-10.18
1270,2013-10-10,5.02
1271,2013-11-11,5.15
1272,2013-12-12,11.82
1273,2013-01-13,-17.3
1274,2013-02-14,-0.17
1275,2013-03-15,-7.37
1276,2013-04-16,2.7
1277,2013-05-17,-2.93
1278,2013-06-18,17.83
1279,2013-07-19,33.14
1280,2013-08-20,21.78
1281,2013-09-21,-24.73
1282,2013-10-22,-22.44
1283,2013-11-23,24.27
1284,2013-12-24,-7.27
1285,2013-01-25,27.9
1286,2013-02-26,22.53
1287,2013-03-27,42.51
1288,2013-04-28,39.86
1289,2013-05-01,-3.33
1290,2013-06-02,16.62
1291,2013-07-03,-18.69
1292,2013-08-04,-2.01
1293,2013-09-05,47.42
1294,2013-10-06,25.88
1295,2013-11-07,1.36
1296,2013-12-08,17.6
1297,2013-01-09,45.04
1298,2013-02-10,-5.23
1299,2013-03-11,0.13
1300,2013-04-12,33.33
1301,2013-05-13,35.05
1302,2013-06-14,23.61
1303,2013-07-15,36.32
1304,2013-08-16,29.1
1305,2013-09-17,24.83
1306,2013-10-18,12.11
1307,2013-11-19,21.68
1308,2013-12-20,3.87
1309,2013-01-21,-1.05
1310,2013-02-22,-0.99
1311,2013-03-23,-15.58
1312,2013-04-24,-12.86
1313,2013-05-25,45.81
1314,2013-06-26,8.9
1315,2013-07-27,-11.88
1316,2013-08-28,-18.99
1317,2013-09-01,-23.83
1318,2013-10-02,37.55
1319,2013-11-03,-21.91
1320,2013-12-04,31.67
1321,2013-01-05,36.81
1322,2013-02-06,40.69
1323,2013-03-07,-26.98
1324,2013-04-08,-3.06
1325,2013-05-09,31.3
1326,2013-06-10,-19.52
1327,2013-07-11,0.14
1328,2013-08-12,-17.02
1329,2013-09-13,36.51
1330,2013-10-14,31.69
1331,2013-11-15,34.72
1332,2013-12-16,-16.76
1333,2013-01-17,5.01
1334,2013-02-18,2.87
1335,2013-03-19,24.11
1336,2013-04-20,-11.0
1337,2013-05-21,5.54
1338,2013-06-22,-7.21
1339,2013-07-23,29.88
1340,2013-08-24,5.91
1341,2013-09-25,12.72
1342,2013-10-26,-5.24
1343,2013-11-27,34.69
1344,2013-12-28,7.52
1345,2013-01-01,36.81
1346,2013-02-02,-0.57
1347,2013-03-03,45.77
1348,2013-04-04,48.76
1349,2013-05-05,6.93
1350,2013-06-06,-7.46
1351,2013-07-07,0.55
1352,2013-08-08,12.2
1353,2013-09-09,47.3
1354,2013-10-10,35.35
1355,2013-11-11,34.1
1356,2013-12-12,-18.93
1357,2013-01-13,-10.0
1358,2013-02-14,21.29
1359,2013-03-15,39.93
1360,2013-04-16,14.36
1361,2013-05-17,-21.79
1362,2013-06-18,37.67
1363,2013-07-19,38.09
1364,2013-08-20,-7.19
1365,2013-09-21,31.05
1366,2013-10-22,-8.18
1367,2013-11-23,42.42
1368,2013-12-24,-18.21
1369,2013-01-25,5.0
1370,2013-02-26,45.71
1371,2013-03-27,-12.24
1372,2013-04-28,6.09
1373,2013-05-01,-2.03
1374,2013-06-02,-27.87
1375,2013-07-03,-25.74
1376,2013-08-04,10.16
1377,2013-09-05,-11.14
1378,2013-10-06,49.56
1379,2013-11-07,-0.01
1380,2013-12-08,-27.74
1381,2013-01-09,44.47
1382,2013-02-10,37.13
1383,2013-03-11,22.0
1384,2013-04-12,33.31
1385,2013-05-13,-18.99
1386,2013-06-14,-7.05
1387,2013-07-15,36.38
1388,2013-08-16,25.69
1389,2013-09-17,-18.9
1390,2013-10-18,26.44
1391,2013-11-19,5.89
1392,2013-12-20,-29.58
1393,2013-01-21,-23.66
1394,2013-02-22,-9.53
1395,2013-03-23,36.8
1396,2013-04-24,13.9
1397,2013-05-25,28.18
1398,2013-06-26,12.22
1399,2013-07-27,-21.11
1400,2013-08-28,-6.95
1401,2013-09-01,-5.91
1402,2013-10-02,-26.18
1403,2013-11-03,3.59
1404,2013-12-04,33.51
1405,2013-01-05,6.57
1406,2013-02-06,-21.13
1407,2013-03-07,42.41
1408,2013-04-08,17.74
1409,2013-05-09,-28.69
1410,2013-06-10,11.23
1411,2013-07-11,-10.64
1412,2013-08-12,-18.51
1413,2013-09-13,4.34
1414,2013-10-14,19.18
1415,2013-11-15,-10.75
1416,2013-12-16,3.33
1417,2013-01-17,23.15
1418,2013-02-18,-23.15
1419,2013-03-19,47.97
1420,2013-04-20,-24.59
1421,2013-05-21,12.08
1422,2013-06-22,10.59
1423,2013-07-23,49.07
1424,2013-08-24,14.33
1425,2013-09-25,1.24
1426,2013-10-26,7.61
1427,2013-11-27,20.85
1428,2013-12-28,48.48
1429,2013-01-01,-9.71
1430,2013-02-02,-28.7
1431,2013-03-03,33.08
1432,2013-04-04,-2.42
1433,2013-05-05,28.64
1434,2013-06-06,20.26
1435,2013-07-07,31.72
1436,2013-08-08,28.81
1437,2013-09-09,-3.4
1438,2013-10-10,-26.45
1439,2013-11-11,13.68
1440,2013-12-12,35.08
1441,2013-01-13,-15.99
1442,2013-02-14,32.33
1443,2013-03-15,7.17
1444,2013-04-16,25.63
1445,2013-05-17,20.54
1446,2013-06-18,34.92
1447,2013-07-19,-24.95
1448,2013-08-20,32.1
1449,2013-09-21,6.61
1450,2013-10-22,-6.52
1451,2013-11-23,-26.5
1452,2013-12-24,-14.04
1453,2013-01-25,-26.65
1454,2013-02-26,44.67
1455,2013-03-27,11.23
1456,2013-04-28,49.13
1457,2013-05-01,13.44
1458,2013-06-02,-9.73
1459,2013-07-03,30.26
1460,2014-08-04,-14.71
1461,2014-09-05,-1.44
1462,2014-10-06,32.47
1463,2014-11-07,39.26
1464,2014-12-08,-3.45
1465,2014-01-09,-20.04
1466,2014-02-10,-0.56
1467,2014-03-11,41.16
1468,2014-04-12,29.46
1469,2014-05-13,41.57
1470,2014-06-14,0.93
1471,2014-07-15,47.9
1472,2014-08-16,9.7
1473,2014-09-17,9.8
1474,2014-10-18,43.94
1475,2014-11-19,11.54
1476,2014-12-20,34.09
1477,2014-01-21,28.17
1478,2014-02-22,-23.69
1479,2014-03-23,18.2
1480,2014-04-24,35.79
1481,2014-05-25,13.64
1482,2014-06-26,-4.3
1483,2014-07-27,-23.59
1484,2014-08-28,22.87
1485,2014-09-01,-5.48
1486,2014-10-02,18.21
1487,2014-11-03,4.09
1488,2014-12-04,25.18
1489,2014-01-05,-1.88
1490,2014-02-06,-26.61
1491,2014-03-07,39.6
1492,2014-04-08,-1.8
1493,2014-05-09,49.85
1494,2014-06-10,-8.04
1495,2014-07-11,48.4
1496,2014-08-12,45.83
1497,2014-09-13,-24.0
1498,2014-10-14,21.0
1499,2014-11-15,-0.94
1500,2014-12-16,34.09
1501,2014-01-17,24.35
1502,2014-02-18,46.22
1503,2014-03-19,-18.58
1504,2014-04-20,18.61
1505,2014-05-21,32.5
1506,2014-06-22,-27.22
1507,2014-07-23,-24.62
1508,2014-08-24,32.28
1509,2014-09-25,-0.69
1510,2014-10-26,0.63
1511,2014-11-27,15.38
1512,2014-12-28,18.41
1513,2014-01-01,24.32
1514,2014-02-02,45.91
1515,2014-03-03,-0.24
1516,2014-04-04,31.05
1517,2014-05-05,15.91
1518,2014-06-06,12.36
1519,2014-07-07,1.84
1520,2014-08-08,21.96
1521,2014-09-09,-10.03
1522,2014-10-10,-20.92
1523,2014-11-11,28.85
1524,2014-12-12,9.92
1525,2014-01-13,0.96
1526,2014-02-14,14.93
1527,2014-03-15,-9.06
1528,2014-04-16,-9.18
1529,2014-05-17,5.7
1530,2014-06-18,49.71
1531,2014-07-19,-7.15
1532,2014-08-20,43.32
1533,2014-09-21,9.3
1534,2014-10-22,-20.19
1535,2014-11-23,38.23
1536,2014-12-24,6.16
1537,2014-01-25,41.89
1538,2014-02-26,5.61
1539,2014-03-27,-22.98
1540,2014-04-28,24.55
1541,2014-05-01,37.64
1542,2014-06-02,-4.43
1543,2014-07-03,-2.21
1544,2014-08-04,-24.8
1545,2014-09-05,13.37
1546,2014-10-06,41.31
1547,2014-11-07,38.11
1548,2014-12-08,26.94
1549,2014-01-09,44.19
1550,2014-02-10,21.02
1551,2014-03-11,33.5
1552,2014-04-12,10.7
1553,2014-05-13,-20.29
1554,2014-06-14,-13.92
1555,2014-07-15,-18.89
1556,2014-08-16,33.23
1557,2014-09-17,-27.9
1558,2014-10-18,14.32
1559,2014-11-19,-0.49
1560,2014-12-20,34.29
1561,2014-01-21,14.13
1562,2014-02-22,18.96
1563,2014-03-23,-23.1
1564,2014-04-24,-5.26
1565,2014-05-25,49.97
1566,2014-06-26,27.51
1567,2014-07-27,12.06
1568,2014-08-28,31.53
1569,2014-09-01,35.87
1570,2014-10-02,-24.1
1571,2014-11-03,47.79
1572,2014-12-04,21.39
1573,2014-01-05,6.0
1574,2014-02-06,24.41
1575,2014-03-07,-2.44
1576,2014-04-08,40.24
1577,2014-05-09,32.42
1578,2014-06-10,21.18
1579,2014-07-11,-15.44
1580,2014-08-12,47.3
1581,2014-09-13,4.61
1582,2014-10-14,42.86
1583,2014-11-15,-25.57
1584,2014-12-16,-20.07
1585,2014-01-17,-17.76
1586,2014-02-18,-16.83
1587,2014-03-19,-4.19
1588,2014-04-20,26.75
1589,2014-05-21,-2.32
1590,2014-06-22,45.27
1591,2014-07-23,41.59
1592,2014-08-24,37.67
1593,2014-09-25,-9.95
1594,2014-10-26,20.8
1595,2014-11-27,14.07
1596,2014-12-28,-19.99
1597,2014-01-01,-5.77
1598,2014-02-02,12.68
1599,2014-03-03,10.21
1600,2014-04-04,-16.51
1601,2014-05-05,45.33
1602,2014-06-06,-17.66
1603,2014-07-07,22.7
1604,2014-08-08,27.65
1605,2014-09-09,18.41
1606,2014-10-10,37.4
1607,2014-11-11,15.09
1608,2014-12-12,36.02
1609,2014-01-13,-27.73
1610,2014-02-14,-26.36
1611,2014-03-15,21.32
1612,2014-04-16,16.14
1613,2014-05-17,22.09
1614,2014-06-18,31.36
1615,2014-07-19,3.33
1616,2014-08-20,21.12
1617,2014-09-21,9.84
1618,2014-10-22,20.17
1619,2014-11-23,-6.83
1620,2014-12-24,46.53
1621,2014-01-25,8.64
1622,2014-02-26,34.38
1623,2014-03-27,24.8
1624,2014-04-28,-6.21
1625,2014-05-01,-24.16
1626,2014-06-02,-25.21
1627,2014-07-03,5.17
1628,2014-08-04,8.74
1629,2014-09-05,-13.68
1630,2014-10-06,18.53
1631,2014-11-07,-4.99
1632,2014-12-08,27.47
1633,2014-01-09,28.74
1634,2014-02-10,38.86
1635,2014-03-11,48.03
1636,2014-04-12,-19.54
1637,2014-05-13,-0.36
1638,2014-06-14,14.93
1639,2014-07-15,-4.47
1640,2014-08-16,7.32
1641,2014-09-17,-8.6
1642,2014-10-18,-10.17
1643,2014-11-19,-22.26
1644,2014-12-20,-6.78
1645,2014-01-21,0.73
1646,2014-02-22,19.23
1647,2014-03-23,-10.14
1648,2014-04-24,39.22
1649,2014-05-25,-17.22
1650,2014-06-26,-3.81
1651,2014-07-27,16.21
1652,2014-08-28,-4.98
1653,2014-09-01,31.05
1654,2014-10-02,9.86
1655,2014-11-03,11.18
1656,2014-12-04,9.9
1657,2014-01-05,-5.32
1658,2014-02-06,-28.15
1659,2014-03-07,45.62
1660,2014-04-08,10.44
1661,2014-05-09,47.33
1662,2014-06-10,-12.79
1663,2014-07-11,-1.77
1664,2014-08-12,-25.96
1665,2014-09-13,9.59
1666,2014-10-14,40.59
1667,2014-11-15,22.34
1668,2014-12-16,7.65
1669,2014-01-17,12.94
1670,2014-02-18,37.77
1671,2014-03-19,4.47
1672,2014-04-20,40.6
1673,2014-05-21,28.2
1674,2014-06-22,31.11
1675,2014-07-23,-0.73
1676,2014-08-24,2.05
1677,2014-09-25,15.62
1678,2014-10-26,-14.43
1679,2014-11-27,14.26
1680,2014-12-28,-24.12
1681,2014-01-01,10.34
1682,2014-02-02,31.15
1683,2014-03-03,-7.62
1684,2014-04-04,49.13
1685,2014-05-05,24.43
1686,2014-06-06,-20.5
1687,2014-07-07,48.01
1688,2014-08-08,1.51
1689,2014-09-09,33.59
1690,2014-10-10,-2.87
1691,2014-11-11,45.12
1692,2014-12-12,30.4
1693,2014-01-13,-14.08
1694,2014-02-14,10.73
1695,2014-03-15,10.01
1696,2014-04-16,-26.38
1697,2014-05-17,-19.04
1698,2014-06-18,-3.36
1699,2014-07-19,7.9
1700,2014-08-20,6.56
1701,2014-09-21,18.5
1702,2014-10-22,11.24
1703,2014-11-23,-3.76
1704,2014-12-24,19.05
1705,2014-01-25,-17.0
1706,2014-02-26,49.25
1707,2014-03-27,29.15
1708,2014-04-28,-6.06
1709,2014-05-01,-3.09
1710,2014-06-02,36.26
1711,2014-07-03,12.59
1712,2014-08-04,26.7
1713,2014-09-05,-6.02
1714,2014-10-06,35.26
1715,2014-11-07,-0.53
1716,2014-12-08,23.9
1717,2014-01-09,48.39
1718,2014-02-10,16.7
1719,2014-03-11,33.74
1720,2014-04-12,28.03
1721,2014-05-13,25.04
1722,2014-06-14,-27.87
1723,2014-07-15,7.97
1724,2014-08-16,47.37
1725,2014-09-17,32.63
1726,2014-10-18,32.09
1727,2014-11-19,16.21
1728,2014-12-20,27.71
1729,2014-01-21,16.68
1730,2014-02-22,-16.36
1731,2014-03-23,20.32
1732,2014-04-24,19.58
1733,2014-05-25,37.29
1734,2014-06-26,-18.18
1735,2014-07-27,24.46
1736,2014-08-28,-27.47
1737,2014-09-01,45.86
1738,2014-10-02,-21.21
1739,2014-11-03,-28.49
1740,2014-12-04,-4.9
1741,2014-01-05,-17.89
1742,2014-02-06,25.24
1743,2014-03-07,2.83
1744,2014-04-08,32.0
1745,2014-05-09,43.64
1746,2014-06-10,39.83
1747,2014-07-11,28.87
1748,2014-08-12,-25.02
1749,2014-09-13,-18.95
1750,2014-10-14,-13.41
1751,2014-11-15,-4.0
1752,2014-12-16,22.98
1753,2014-01-17,12.04
1754,2014-02-18,-4.9
1755,2014-03-19,-16.15
1756,2014-04-20,42.97
1757,2014-05-21,-2.61
1758,2014-06-22,-1.66
1759,2014-07-23,31.76
1760,2014-08-24,27.67
1761,2014-09-25,21.46
1762,2014-10-26,25.47
1763,2014-11-27,18.81
1764,2014-12-28,-14.62
1765,2014-01-01,-10.28
1766,2014-02-02,14.65
1767,2014-03-03,-12.01
1768,2014-04-04,47.83
1769,2014-05-05,-6.19
1770,2014-06-06,-6.88
1771,2014-07-07,-13.42
1772,2014-08-08,26.4
1773,2014-09-09,-4.64
1774,2014-10-10,-2.1
1775,2014-11-11,44.7
1776,2014-12-12,33.63
1777,2014-01-13,-8.12
1778,2014-02-14,-20.25
1779,2014-03-15,24.13
1780,2014-04-16,0.38
1781,2014-05-17,48.41
1782,2014-06-18,35.47
1783,2014-07-19,46.37
1784,2014-08-20,34.37
1785,2014-09-21,-6.76
1786,2014-10-22,-6.99
1787,2014-11-23,27.13
1788,2014-12-24,-2.29
1789,2014-01-25,5.39
1790,2014-02-26,-9.48
1791,2014-03-27,8.33
1792,2014-04-28,-13.83
1793,2014-05-01,13.09
1794,2014-06-02,44.64
1795,2014-07-03,25.69
1796,2014-08-04,-19.02
1797,2014-09-05,19.25
1798,2014-10-06,16.95
1799,2014-11-07,-10.6
1800,2014-12-08,23.59
1801,2014-01-09,12.48
1802,2014-02-10,21.04
1803,2014-03-11,-25.8
1804,2014-04-12,3.06
1805,2014-05-13,27.39
1806,2014-06-14,-21.96
1807,2014-07-15,31.66
1808,2014-08-16,-29.59
1809,2014-09-17,14.03
1810,2014-10-18,44.33
1811,2014-11-19,2.55
1812,2014-12-20,44.8
1813,2014-01-21,40.27
1814,2014-02-22,8.2
1815,2014-03-23,-14.04
1816,2014-04-24,47.11
1817,2014-05-25,-4.31
1818,2014-06-26,21.67
1819,2014-07-27,42.63
1820,2014-08-28,-22.84
1821,2014-09-01,15.93
1822,2014-10-02,12.81
1823,2014-11-03,27.85
1824,2014-12-04,44.93
1825,2015-01-05,43.06
1826,2015-02-06,-15.99
1827,2015-03-07,40.58
1828,2015-04-08,-15.94
1829,2015-05-09,43.57
1830,2015-06-10,49.77
1831,2015-07-11,1.76
1832,2015-08-12,9.63
1833,2015-09-13,44.93
1834,2015-10-14,46.97
1835,2015-11-15,44.08
1836,2015-12-16,40.14
1837,2015-01-17,-29.26
1838,2015-02-18,15.44
1839,2015-03-19,-21.42
1840,2015-04-20,48.64
1841,2015-05-21,-7.24
1842,2015-06-22,49.13
1843,2015-07-23,13.46
1844,2015-08-24,9.51
1845,2015-09-25,45.08
1846,2015-10-26,38.08
1847,2015-11-27,7.44
1848,2015-12-28,-14.58
1849,2015-01-01,-20.99
1850,2015-02-02,-17.0
1851,2015-03-03,6.71
1852,2015-04-04,-9.42
1853,2015-05-05,-15.1
1854,2015-06-06,28.93
1855,2015-07-07,33.26
1856,2015-08-08,15.42
1857,2015-09-09,30.58
1858,2015-10-10,-15.96
1859,2015-11-11,38.49
1860,2015-12-12,41.76
1861,2015-01-13,36.16
1862,2015-02-14,11.22
1863,2015-03-15,-23.06
1864,2015-04-16,23.54
1865,2015-05-17,-15.22
1866,2015-06-18,-18.75
1867,2015-07-19,-4.11
1868,2015-08-20,-10.16
1869,2015-09-21,-9.14
1870,2015-10-22,-11.16
1871,2015-11-23,30.3
1872,2015-12-24,46.32
1873,2015-01-25,-5.84
1874,2015-02-26,27.83
1875,2015-03-27,-29.09
1876,2015-04-28,22.29
1877,2015-05-01,25.42
1878,2015-06-02,-25.03
1879,2015-07-03,-20.54
1880,2015-08-04,-5.46
1881,2015-09-05,2.43
1882,2015-10-06,10.2
1883,2015-11-07,41.61
1884,2015-12-08,26.28
1885,2015-01-09,-5.12
1886,2015-02-10,-20.61
1887,2015-03-11,43.29
1888,2015-04-12,-6.4
1889,2015-05-13,19.17
1890,2015-06-14,-12.47
1891,2015-07-15,-19.31
1892,2015-08-16,-17.75
1893,2015-09-17,29.82
1894,2015-10-18,18.46
1895,2015-11-19,3.27
1896,2015-12-20,13.94
1897,2015-01-21,7.67
1898,2015-02-22,13.0
1899,2015-03-23,23.13
1900,2015-04-24,-12.53
1901,2015-05-25,-10.2
1902,2015-06-26,30.38
1903,2015-07-27,39.85
1904,2015-08-28,-23.45
1905,2015-09-01,5.74
1906,2015-10-02,26.3
1907,2015-11-03,-23.75
1908,2015-12-04,15.13
1909,2015-01-05,-25.06
1910,2015-02-06,13.81
1911,2015-03-07,10.44
1912,2015-04-08,15.82
1913,2015-05-09,-18.01
1914,2015-06-10,-3.75
1915,2015-07-11,11.63
1916,2015-08-12,-20.7
1917,2015-09-13,-13.57
1918,2015-10-14,16.65
1919,2015-11-15,-22.72
1920,2015-12-16,10.83
1921,2015-01-17,34.7
1922,2015-02-18,6.27
1923,2015-03-19,11.06
1924,2015-04-20,6.54
1925,2015-05-21,-25.38
1926,2015-06-22,6.99
1927,2015-07-23,34.55
1928,2015-08-24,27.86
1929,2015-09-25,1.68
1930,2015-10-26,35.32
1931,2015-11-27,29.66
1932,2015-12-28,16.26
1933,2015-01-01,-26.38
1934,2015-02-02,-2.44
1935,2015-03-03,-24.9
1936,2015-04-04,49.53
1937,2015-05-05,44.77
1938,2015-06-06,-24.48
1939,2015-07-07,44.7
1940,2015-08-08,-27.46
1941,2015-09-09,2.71
1942,2015-10-10,31.52
1943,2015-11-11,31.27
1944,2015-12-12,48.27
1945,2015-01-13,21.67
1946,2015-02-14,3.63
1947,2015-03-15,49.43
1948,2015-04-16,0.6
1949,2015-05-17,39.57
1950,2015-06-18,42.54
1951,2015-07-19,0.05
1952,2015-08-20,24.62
1953,2015-09-21,22.94
1954,2015-10-22,13.14
1955,2015-11-23,22.28
1956,2015-12-24,-2.18
1957,2015-01-25,-15.72
1958,2015-02-26,12.98
1959,2015-03-27,12.31
1960,2015-04-28,28.23
1961,2015-05-01,-12.18
1962,2015-06-02,-29.72
1963,2015-07-03,-28.18
1964,2015-08-04,-6.13
1965,2015-09-05,23.88
1966,2015-10-06,13.56
1967,2015-11-07,12.55
1968,2015-12-08,35.87
1969,2015-01-09,-10.2
1970,2015-02-10,-2.31
1971,2015-03-11,-7.95
1972,2015-04-12,44.99
1973,2015-05-13,28.0
1974,2015-06-14,-20.97
1975,2015-07-15,34.76
1976,2015-08-16,3.54
1977,2015-09-17,31.28
1978,2015-10-18,40.7
1979,2015-11-19,-28.75
1980,2015-12-20,-13.51
1981,2015-01-21,-21.93
1982,2015-02-22,-27.31
1983,2015-03-23,17.82
1984,2015-04-24,26.26
1985,2015-05-25,-26.11
1986,2015-06-26,29.24
1987,2015-07-27,2.18
1988,2015-08-28,-11.25
1989,2015-09-01,-12.62
1990,2015-10-02,39.1
1991,2015-11-03,-25.48
1992,2015-12-04,10.31
1993,2015-01-05,-6.86
1994,2015-02-06,35.26
1995,2015-03-07,28.52
1996,2015-04-08,-4.49
1997,2015-05-09,17.83
1998,2015-06-10,23.8
1999,2015-07-11,-4.35
2000,2015-08-12,-5.86
2001,2015-09-13,-18.54
2002,2015-10-14,22.82
2003,2015-11-15,-12.32
2004,2015-12-16,-5.96
2005,2015-01-17,-25.12
2006,2015-02-18,45.88
2007,2015-03-19,40.38
2008,2015-04-20,42.93
2009,2015-05-21,20.08
2010,2015-06-22,4.18
2011,2015-07-23,9.65
2012,2015-08-24,47.78
2013,2015-09-25,45.33
2014,2015-10-26,23.71
2015,2015-11-27,32.86
